subID,fileID,onset1_transcription_time,onset1_system_time,onset1_frame,offset1_transcription_time,offset1_system_time,offset1_frame,word1,utterances1,source_video_path,source_audio_path,extract_range_onset
1221,__20161116_19812,404.960022,344.260022,9429,406.748014,346.048014,9482,car,oh i do not think it is going to fit in that car,C:\bell\multiwork\experiment_12\included\__20161116_19812\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161116_19812\speech_r\cam06.wav,2721
1221,__20161116_19812,421.027681,360.327681,9911,421.525245,360.825245,9926,car,car,C:\bell\multiwork\experiment_12\included\__20161116_19812\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161116_19812\speech_r\cam06.wav,2721
1223,__20170112_17608,368.266645,310.599645,8419,369.650288,311.983288,8460,car,can we find all the car,C:\bell\multiwork\experiment_12\included\__20170112_17608\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170112_17608\speech_r\cam06.wav,2630
1223,__20170112_17608,370.854279,313.187279,8497,372.18119,314.51419,8536,car,can you find all the car,C:\bell\multiwork\experiment_12\included\__20170112_17608\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170112_17608\speech_r\cam06.wav,2630
1223,__20170112_17608,384.961769,327.294769,8920,386.09642,328.42942,8954,car,one car,C:\bell\multiwork\experiment_12\included\__20170112_17608\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170112_17608\speech_r\cam06.wav,2630
1223,__20170112_17608,388.964565,331.297565,9040,390.644478,332.977478,9090,car,two car,C:\bell\multiwork\experiment_12\included\__20170112_17608\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170112_17608\speech_r\cam06.wav,2630
1223,__20170112_17608,392.377972,334.710972,9142,394.168199,336.501199,9196,car,three car,C:\bell\multiwork\experiment_12\included\__20170112_17608\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170112_17608\speech_r\cam06.wav,2630
1223,__20170112_17608,396.834628,339.167628,9276,398.520845,340.853845,9327,car,four car,C:\bell\multiwork\experiment_12\included\__20170112_17608\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170112_17608\speech_r\cam06.wav,2630
1223,__20170112_17608,547.727413,490.060413,13803,549.955741,492.288741,13870,car,we got lots of car over here let us move some of those,C:\bell\multiwork\experiment_12\included\__20170112_17608\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170112_17608\speech_r\cam06.wav,2630
1223,__20170112_17608,611.485327,553.818327,15716,612.071563,554.404563,15733,car,a car,C:\bell\multiwork\experiment_12\included\__20170112_17608\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170112_17608\speech_r\cam06.wav,2630
1224,__20170210_17933,465.682432,297.282432,8019,466.512555,298.112555,8044,car,you see a car,C:\bell\multiwork\experiment_12\included\__20170210_17933\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170210_17933\speech_r\cam06.wav,5952
1224,__20170210_17933,470.193493,301.793493,8155,471.072768,302.672768,8181,car,can you see a car,C:\bell\multiwork\experiment_12\included\__20170210_17933\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170210_17933\speech_r\cam06.wav,5952
1224,__20170210_17933,491.798528,323.398528,8803,492.475733,324.075733,8823,car,there is a car,C:\bell\multiwork\experiment_12\included\__20170210_17933\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170210_17933\speech_r\cam06.wav,5952
1224,__20170210_17933,534.784683,366.384683,10093,535.166976,366.766976,10104,car,car,C:\bell\multiwork\experiment_12\included\__20170210_17933\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170210_17933\speech_r\cam06.wav,5952
1225,__20170214_19536,279.914808,164.047808,4022,282.802512,166.935512,4109,car,mmm what else do we have look it is a car,C:\bell\multiwork\experiment_12\included\__20170214_19536\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170214_19536\speech_r\cam06.wav,4376
1225,__20170214_19536,295.159035,179.292035,4480,297.939787,182.072787,4563,car,i am going to drive this car over you like the one we do at home,C:\bell\multiwork\experiment_12\included\__20170214_19536\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170214_19536\speech_r\cam06.wav,4376
1225,__20170214_19536,308.18579,192.31879,4871,309.162618,193.295618,4900,car,is that a bigger car,C:\bell\multiwork\experiment_12\included\__20170214_19536\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170214_19536\speech_r\cam06.wav,4376
1226,__20170216_17848,399.475792,87.175792,1716,400.843721,88.543721,1757,car,that is a car too look it is a rake,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,683.877781,371.577781,10248,687.183185,374.883185,10347,car,we are not worried about her safety this is a car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,690.869981,378.569981,10458,691.59717,379.29717,10480,car,it is a blue car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,694.022827,381.722827,10553,695.202602,382.902602,10588,car,this is a green car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,696.311183,384.011183,10621,697.872351,385.572351,10668,car,green a green car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,698.324937,386.024937,10682,699.280961,386.980961,10710,car,a blue car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,704.284833,391.984833,10861,706.649468,394.349468,10931,car,white and blue it is a white and blue car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,720.440628,408.140628,11345,721.310203,409.010203,11371,car,got a white car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,721.971284,409.671284,11391,722.886626,410.586626,11419,car,a blue car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,723.384979,411.084979,11434,724.076571,411.776571,11454,car,and a green car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,745.353198,433.053198,12093,747.834794,435.534794,12167,car,some sort of car let us see if we can get it to sit on the,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,827.917089,515.617089,14570,828.959562,516.659562,14601,car,that is a green car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,830.149507,517.849507,14636,831.476754,519.176754,14676,car,who is going to drive the green car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,960.158649,647.858649,18537,962.863994,650.563994,18618,car,vocplayx that is the car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,966.632154,654.332154,18731,968.198407,655.898407,18778,car,you want the car to balance on his head,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,974.265093,661.965093,18960,975.358419,663.058419,18993,car,next what car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,975.846601,663.546601,19007,976.441574,664.141574,19025,car,the green car,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1226,__20170216_17848,977.539985,665.239985,19058,978.490924,666.190924,19087,car,the green car down there,C:\bell\multiwork\experiment_12\included\__20170216_17848\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170216_17848\speech_r\cam06.wav,10269
1227,__20170302_18431,235.407652,45.807652,475,236.630533,47.030533,512,car,should we have the car drive home,C:\bell\multiwork\experiment_12\included\__20170302_18431\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170302_18431\speech_r\cam06.wav,6588
1227,__20170302_18431,520.941132,331.341132,9041,522.077981,332.477981,9075,car,see if you can find all the car,C:\bell\multiwork\experiment_12\included\__20170302_18431\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170302_18431\speech_r\cam06.wav,6588
1227,__20170302_18431,522.501995,332.901995,9088,523.804763,334.204763,9127,car,can we drive the car ready,C:\bell\multiwork\experiment_12\included\__20170302_18431\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170302_18431\speech_r\cam06.wav,6588
1228,__20170325_18068,288.777467,97.344467,2021,290.46435,99.03135,2072,car,oh are there button on that car,C:\bell\multiwork\experiment_12\included\__20170325_18068\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170325_18068\speech_r\cam06.wav,6643
1228,__20170325_18068,313.128225,121.695225,2752,314.543604,123.110604,2794,car,you want to play with the car,C:\bell\multiwork\experiment_12\included\__20170325_18068\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170325_18068\speech_r\cam06.wav,6643
1228,__20170325_18068,317.009391,125.576391,2868,318.273441,126.840441,2906,car,no car what do you want to play with,C:\bell\multiwork\experiment_12\included\__20170325_18068\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170325_18068\speech_r\cam06.wav,6643
1228,__20170325_18068,434.014093,242.581093,6378,436.270689,244.837689,6446,car,it is a car yeah but you do not want me to do that ,C:\bell\multiwork\experiment_12\included\__20170325_18068\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170325_18068\speech_r\cam06.wav,6643
1228,__20170325_18068,485.555269,294.122269,7925,486.329722,294.896722,7948,car,yeah the car,C:\bell\multiwork\experiment_12\included\__20170325_18068\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170325_18068\speech_r\cam06.wav,6643
1230,__20170322_18742,275.694996,181.961996,4560,276.470744,182.737744,4583,car,put a car up oh,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,601.638441,507.905441,14338,602.664431,508.931431,14369,car,what if we stack it on a car,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,630.195143,536.462143,15195,631.367106,537.634106,15230,car,oh you are stacking the car okay,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,654.662213,560.929213,15929,656.093819,562.360819,15972,car,here we will take the car out of the equation look,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,690.829106,597.096106,17014,692.65252,598.91952,17069,car,yep that is a car can you say car,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,694.87151,601.13851,17135,695.368805,601.635805,17150,car,car,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,697.98337,604.25037,17229,698.495734,604.762734,17244,car,car,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,717.001128,623.268128,17799,719.815364,626.082364,17883,car,oh no oh but look your car can on it langplayx,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,737.175473,643.442473,18404,738.083413,644.350413,18432,car,say it is a car,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,740.083894,646.350894,18492,740.426726,646.693726,18502,car,car,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1230,__20170322_18742,743.31631,649.58331,18588,744.695173,650.962173,18630,car,stack the car uh oh,C:\bell\multiwork\experiment_12\included\__20170322_18742\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170322_18742\speech_r\cam06.wav,3712
1231,__20170422_17919,255.119444,95.586444,1969,255.845029,96.312029,1990,car,car,C:\bell\multiwork\experiment_12\included\__20170422_17919\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170422_17919\speech_r\cam06.wav,5686
1231,__20170422_17919,312.851174,153.318174,3701,313.490834,153.957834,3720,car,car,C:\bell\multiwork\experiment_12\included\__20170422_17919\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170422_17919\speech_r\cam06.wav,5686
1231,__20170422_17919,314.817891,155.284891,3760,315.610306,156.077306,3783,car,bye bye car,C:\bell\multiwork\experiment_12\included\__20170422_17919\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170422_17919\speech_r\cam06.wav,5686
1231,__20170422_17919,317.930268,158.397268,3853,319.056834,159.523834,3887,car,where is the car going,C:\bell\multiwork\experiment_12\included\__20170422_17919\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170422_17919\speech_r\cam06.wav,5686
1231,__20170422_17919,343.736265,184.203265,4627,344.605057,185.072057,4653,car,it is a car,C:\bell\multiwork\experiment_12\included\__20170422_17919\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170422_17919\speech_r\cam06.wav,5686
1231,__20170422_17919,689.486982,529.953982,15000,690.441699,530.908699,15028,car,it is a car,C:\bell\multiwork\experiment_12\included\__20170422_17919\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170422_17919\speech_r\cam06.wav,5686
1231,__20170422_17919,694.260567,534.727567,15143,695.759472,536.226472,15188,car,what color is the car,C:\bell\multiwork\experiment_12\included\__20170422_17919\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170422_17919\speech_r\cam06.wav,5686
1231,__20170422_17919,799.957272,640.424272,18314,802.029008,642.496008,18376,car,wow that is the police car,C:\bell\multiwork\experiment_12\included\__20170422_17919\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170422_17919\speech_r\cam06.wav,5686
1232,__20170928_19615,247.598005,72.598005,1279,248.861682,73.861682,1317,car,oh is that a car,C:\bell\multiwork\experiment_12\included\__20170928_19615\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170928_19615\speech_r\cam06.wav,6150
1232,__20170928_19615,252.696951,77.696951,1432,253.366296,78.366296,1452,car,is it a car,C:\bell\multiwork\experiment_12\included\__20170928_19615\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170928_19615\speech_r\cam06.wav,6150
1232,__20170928_19615,340.31382,165.31382,4060,341.777531,166.777531,4104,car,is it a truck like this is it a car,C:\bell\multiwork\experiment_12\included\__20170928_19615\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170928_19615\speech_r\cam06.wav,6150
1232,__20170928_19615,345.049243,170.049243,4202,345.94555,170.94555,4229,car,is it like your car,C:\bell\multiwork\experiment_12\included\__20170928_19615\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170928_19615\speech_r\cam06.wav,6150
1232,__20170928_19615,363.261966,188.261966,4749,363.99863,188.99863,4771,car,what do car do,C:\bell\multiwork\experiment_12\included\__20170928_19615\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170928_19615\speech_r\cam06.wav,6150
1233,__20170929_19954,119.726748,79.726748,1493,123.921293,83.921293,1619,car,is that little girl going to play maybe she is going to ride the car langplayx,C:\bell\multiwork\experiment_12\included\__20170929_19954\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170929_19954\speech_r\cam06.wav,2100
1233,__20170929_19954,134.068233,94.068233,1923,137.212355,97.212355,2017,car,thanks you going to ride the car langplayx,C:\bell\multiwork\experiment_12\included\__20170929_19954\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170929_19954\speech_r\cam06.wav,2100
1233,__20170929_19954,290.791267,250.791267,6625,292.417183,252.417183,6674,car,you got the ladybug there is the car,C:\bell\multiwork\experiment_12\included\__20170929_19954\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170929_19954\speech_r\cam06.wav,2100
1233,__20170929_19954,295.862832,255.862832,6777,296.975489,256.975489,6810,car,oh she is going to ride the car again,C:\bell\multiwork\experiment_12\included\__20170929_19954\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20170929_19954\speech_r\cam06.wav,2100
1234,__20171003_18996,99.681016,123.014016,2791,101.751674,125.084674,2854,car,there is a blue car can you drive the car,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1234,__20171003_18996,159.489626,182.822626,4586,160.914595,184.247595,4628,car,you like those car a lot do not you,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1234,__20171003_18996,163.239075,186.572075,4698,164.868883,188.201883,4747,car,we can drive the car on back,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1234,__20171003_18996,309.694313,333.027313,9092,311.095294,334.428294,9134,car,hey look i found another car,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1234,__20171003_18996,331.039885,354.372885,9732,332.890627,356.223627,9788,car,we could put on of your animal on the car,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1234,__20171003_18996,336.985006,360.318006,9911,338.603113,361.936113,9959,car,mmm who could drive the car,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1234,__20171003_18996,340.919126,364.252126,10029,342.754359,366.087359,10084,car,maybe the turtle could drive the car,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1234,__20171003_18996,343.224799,366.557799,10098,345.375382,368.708382,10162,car,oh look the turtle it driving the car,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1234,__20171003_18996,353.259131,376.592131,10399,354.644602,377.977602,10440,car,oh it stomped on the car,C:\bell\multiwork\experiment_12\included\__20171003_18996\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171003_18996\speech_r\cam06.wav,200
1235,__20171010_19544,147.566684,107.566684,2328,150.580093,110.580093,2418,car,vocplayx car say langplayx,C:\bell\multiwork\experiment_12\included\__20171010_19544\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171010_19544\speech_r\cam03.wav,2100
1235,__20171010_19544,239.340082,199.340082,5081,240.650916,200.650916,5121,car,drive it can you drive the car,C:\bell\multiwork\experiment_12\included\__20171010_19544\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171010_19544\speech_r\cam03.wav,2100
1235,__20171010_19544,248.327578,208.327578,5351,251.461524,211.461524,5445,car,langplayx there is a lot of car there is one more,C:\bell\multiwork\experiment_12\included\__20171010_19544\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171010_19544\speech_r\cam03.wav,2100
1236,__20171012_19694,170.057265,86.724265,1703,170.967153,87.634153,1730,car,green car,C:\bell\multiwork\experiment_12\included\__20171012_19694\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171012_19694\speech_r\cam03.wav,3400
1236,__20171012_19694,366.129463,282.796463,7585,369.327196,285.994196,7681,car,there is the preying mantis oh you are on the car here let us hold it,C:\bell\multiwork\experiment_12\included\__20171012_19694\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171012_19694\speech_r\cam03.wav,3400
1236,__20171012_19694,370.845135,287.512135,7726,372.419942,289.086942,7774,car,do you think she can ride on the car,C:\bell\multiwork\experiment_12\included\__20171012_19694\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171012_19694\speech_r\cam03.wav,3400
1236,__20171012_19694,394.314131,310.981131,8430,395.346504,312.013504,8461,car,see the car,C:\bell\multiwork\experiment_12\included\__20171012_19694\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171012_19694\speech_r\cam03.wav,3400
1236,__20171012_19694,457.778846,374.445846,10334,459.734231,376.401231,10393,car,you want a big car to drive down the house,C:\bell\multiwork\experiment_12\included\__20171012_19694\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171012_19694\speech_r\cam03.wav,3400
1237,__20171012_21015,51.2072,33.4742,105,51.926552,34.193552,127,car,here what about this car,C:\bell\multiwork\experiment_12\included\__20171012_21015\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20171012_21015\speech_r\cam03.wav,1432
